fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,tmax,sol,siteAQ
2017-03-16,8416,VALÈNCIA,VALENCIA,11,13.4,0.0,8.2,18.6,9.7,es1970a
2017-03-17,8416,VALÈNCIA,VALENCIA,11,14.3,0.0,6.4,22.2,10.2,es1970a
2017-03-18,8416,VALÈNCIA,VALENCIA,11,14.0,0.0,6.7,21.2,10.7,es1970a
2017-03-19,8416,VALÈNCIA,VALENCIA,11,14.2,0.0,8.4,19.9,10.4,es1970a
2017-03-20,8416,VALÈNCIA,VALENCIA,11,14.9,0.0,10.3,19.5,9.8,es1970a
2017-03-21,8416,VALÈNCIA,VALENCIA,11,13.6,0.0,8.9,18.2,4.5,es1970a
2017-03-22,8416,VALÈNCIA,VALENCIA,11,15.4,0.0,9.9,21.0,9.5,es1970a
2017-03-23,8416,VALÈNCIA,VALENCIA,11,13.2,0.0,8.5,17.8,9.8,es1970a
2017-03-24,8416,VALÈNCIA,VALENCIA,11,11.0,0.0,7.4,14.6,1.2,es1970a
2017-03-25,8416,VALÈNCIA,VALENCIA,11,13.6,0.0,7.8,19.4,7.1,es1970a
2017-03-26,8416,VALÈNCIA,VALENCIA,11,12.4,1.2,7.2,17.6,9.1,es1970a
2017-03-27,8416,VALÈNCIA,VALENCIA,11,16.2,0.0,10.7,21.6,9.3,es1970a
2017-03-28,8416,VALÈNCIA,VALENCIA,11,15.2,0.0,9.3,21.2,10.8,es1970a
2017-03-29,8416,VALÈNCIA,VALENCIA,11,16.3,0.0,9.2,23.4,7.7,es1970a
2017-03-30,8416,VALÈNCIA,VALENCIA,11,15.4,0.0,10.5,20.2,11.2,es1970a
2017-03-31,8416,VALÈNCIA,VALENCIA,11,16.5,0.0,11.2,21.8,0.0,es1970a
2017-04-01,8416,VALÈNCIA,VALENCIA,11,17.2,0.0,10.3,24.1,8.9,es1970a
2017-04-02,8416,VALÈNCIA,VALENCIA,11,16.1,0.0,8.7,23.5,11.2,es1970a
2017-04-03,8416,VALÈNCIA,VALENCIA,11,15.0,0.0,9.5,20.5,11.2,es1970a
2017-04-04,8416,VALÈNCIA,VALENCIA,11,15.0,0.0,9.8,20.2,8.0,es1970a
2017-04-05,8416,VALÈNCIA,VALENCIA,11,14.2,0.0,9.4,19.1,8.9,es1970a
2017-04-06,8416,VALÈNCIA,VALENCIA,11,15.8,0.0,10.0,21.5,11.1,es1970a
2017-04-07,8416,VALÈNCIA,VALENCIA,11,15.1,0.0,9.7,20.5,11.2,es1970a
2017-04-08,8416,VALÈNCIA,VALENCIA,11,15.6,0.0,9.4,21.8,11.2,es1970a
2017-04-09,8416,VALÈNCIA,VALENCIA,11,15.0,0.0,9.3,20.6,11.2,es1970a
2017-04-10,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,10.5,21.5,11.2,es1970a
2017-04-11,8416,VALÈNCIA,VALENCIA,11,18.1,0.0,12.0,24.2,11.3,es1970a
2017-04-12,8416,VALÈNCIA,VALENCIA,11,17.0,0.0,11.5,22.4,11.0,es1970a
2017-04-13,8416,VALÈNCIA,VALENCIA,11,16.4,0.0,11.4,21.4,10.6,es1970a
2017-04-14,8416,VALÈNCIA,VALENCIA,11,20.2,0.0,12.3,28.2,10.5,es1970a
2017-04-15,8416,VALÈNCIA,VALENCIA,11,17.7,0.0,14.0,21.4,10.0,es1970a
2017-04-16,8416,VALÈNCIA,VALENCIA,11,17.2,0.0,13.0,21.4,10.4,es1970a
2017-04-17,8416,VALÈNCIA,VALENCIA,11,17.2,1.9,13.0,21.5,7.9,es1970a
2017-04-18,8416,VALÈNCIA,VALENCIA,11,17.6,0.0,14.0,21.2,5.1,es1970a
2017-04-19,8416,VALÈNCIA,VALENCIA,11,16.0,0.0,15.2,16.9,0.0,es1970a
2017-04-20,8416,VALÈNCIA,VALENCIA,11,13.6,0.0,10.0,17.3,0.7,es1970a
2017-04-21,8416,VALÈNCIA,VALENCIA,11,12.8,0.0,7.5,18.0,11.5,es1970a
2017-04-22,8416,VALÈNCIA,VALENCIA,11,13.0,0.0,8.0,18.0,8.0,es1970a
2017-04-23,8416,VALÈNCIA,VALENCIA,11,14.3,0.0,9.0,19.6,11.3,es1970a
2017-04-24,8416,VALÈNCIA,VALENCIA,11,14.7,0.0,8.4,21.0,10.9,es1970a
2017-04-25,8416,VALÈNCIA,VALENCIA,11,18.0,2.9,14.0,22.1,6.1,es1970a
2017-04-26,8416,VALÈNCIA,VALENCIA,11,15.3,15.5,10.0,20.6,5.7,es1970a
2017-04-27,8416,VALÈNCIA,VALENCIA,11,11.5,2.7,10.0,13.0,0.0,es1970a
2017-04-28,8416,VALÈNCIA,VALENCIA,11,13.4,0.0,10.5,16.3,1.0,es1970a
2017-04-29,8416,VALÈNCIA,VALENCIA,11,14.3,0.0,11.6,17.0,0.0,es1970a
2017-04-30,8416,VALÈNCIA,VALENCIA,11,18.6,0.0,12.5,24.8,10.0,es1970a
2017-05-01,8416,VALÈNCIA,VALENCIA,11,17.3,0.0,12.2,22.4,11.6,es1970a
2017-05-02,8416,VALÈNCIA,VALENCIA,11,15.7,0.0,10.0,21.4,11.3,es1970a
2017-05-03,8416,VALÈNCIA,VALENCIA,11,16.8,0.0,12.9,20.8,9.8,es1970a
2017-05-04,8416,VALÈNCIA,VALENCIA,11,16.8,0.0,12.7,21.0,9.2,es1970a
2017-05-05,8416,VALÈNCIA,VALENCIA,11,18.1,0.0,15.6,20.6,5.7,es1970a
2017-05-06,8416,VALÈNCIA,VALENCIA,11,21.8,0.0,15.5,28.1,11.7,es1970a
2017-05-07,8416,VALÈNCIA,VALENCIA,11,19.0,0.0,13.3,24.7,11.7,es1970a
2017-05-08,8416,VALÈNCIA,VALENCIA,11,18.4,0.0,13.5,23.4,11.6,es1970a
2017-05-09,8416,VALÈNCIA,VALENCIA,11,18.8,0.0,15.0,22.6,10.9,es1970a
2017-05-10,8416,VALÈNCIA,VALENCIA,11,20.0,0.0,16.0,24.0,9.1,es1970a
2017-05-11,8416,VALÈNCIA,VALENCIA,11,21.4,0.0,16.5,26.3,8.8,es1970a
2017-05-12,8416,VALÈNCIA,VALENCIA,11,21.9,0.0,16.4,27.4,10.8,es1970a
2017-05-13,8416,VALÈNCIA,VALENCIA,11,23.4,0.0,17.7,29.0,9.7,es1970a
2017-05-14,8416,VALÈNCIA,VALENCIA,11,23.3,0.0,19.0,27.6,11.8,es1970a
2017-05-15,8416,VALÈNCIA,VALENCIA,11,20.1,0.0,15.2,25.0,9.6,es1970a
2017-05-16,8416,VALÈNCIA,VALENCIA,11,21.8,0.0,17.2,26.5,8.4,es1970a
2017-05-17,8416,VALÈNCIA,VALENCIA,11,20.8,0.0,15.1,26.5,10.0,es1970a
2017-05-18,8416,VALÈNCIA,VALENCIA,11,19.4,10.3,15.2,23.6,6.3,es1970a
2017-05-19,8416,VALÈNCIA,VALENCIA,11,18.2,0.0,13.5,23.0,11.7,es1970a
2017-05-20,8416,VALÈNCIA,VALENCIA,11,18.6,0.0,13.9,23.4,11.8,es1970a
2017-05-21,8416,VALÈNCIA,VALENCIA,11,18.2,0.0,14.3,22.2,3.2,es1970a
2017-05-22,8416,VALÈNCIA,VALENCIA,11,21.1,0.0,16.6,25.6,11.7,es1970a
2017-05-23,8416,VALÈNCIA,VALENCIA,11,20.2,0.0,14.3,26.2,11.3,es1970a
2017-05-24,8416,VALÈNCIA,VALENCIA,11,21.4,0.0,16.0,26.7,11.7,es1970a
2017-05-25,8416,VALÈNCIA,VALENCIA,11,22.3,0.0,16.7,27.9,11.3,es1970a
2017-05-26,8416,VALÈNCIA,VALENCIA,11,21.9,0.0,17.1,26.7,11.2,es1970a
2017-05-27,8416,VALÈNCIA,VALENCIA,11,21.8,0.0,18.8,24.8,9.9,es1970a
2017-05-28,8416,VALÈNCIA,VALENCIA,11,22.2,0.0,18.5,26.0,9.9,es1970a
2017-05-29,8416,VALÈNCIA,VALENCIA,11,21.2,0.0,17.0,25.5,9.5,es1970a
2017-05-30,8416,VALÈNCIA,VALENCIA,11,20.6,1.5,17.4,23.7,1.2,es1970a
2017-05-31,8416,VALÈNCIA,VALENCIA,11,21.6,0.0,16.7,26.4,8.9,es1970a
2017-06-01,8416,VALÈNCIA,VALENCIA,11,22.0,0.0,17.5,26.5,9.5,es1970a
2017-06-02,8416,VALÈNCIA,VALENCIA,11,22.6,0.2,18.8,26.5,9.8,es1970a
2017-06-03,8416,VALÈNCIA,VALENCIA,11,22.6,1.3,19.5,25.8,7.5,es1970a
2017-06-04,8416,VALÈNCIA,VALENCIA,11,21.3,14.3,19.4,23.2,0.5,es1970a
2017-06-05,8416,VALÈNCIA,VALENCIA,11,19.0,0.0,14.0,24.1,11.4,es1970a
2017-06-06,8416,VALÈNCIA,VALENCIA,11,23.1,0.0,16.5,29.7,11.5,es1970a
2017-06-07,8416,VALÈNCIA,VALENCIA,11,22.1,0.0,18.4,25.8,11.3,es1970a
2017-06-08,8416,VALÈNCIA,VALENCIA,11,22.7,0.0,19.3,26.1,10.0,es1970a
2017-06-09,8416,VALÈNCIA,VALENCIA,11,23.0,0.0,19.5,26.5,9.3,es1970a
2017-06-10,8416,VALÈNCIA,VALENCIA,11,22.7,0.0,18.8,26.6,11.4,es1970a
2017-06-11,8416,VALÈNCIA,VALENCIA,11,24.2,0.0,18.7,29.6,11.5,es1970a
2017-06-12,8416,VALÈNCIA,VALENCIA,11,24.0,0.0,18.3,29.6,11.4,es1970a
2017-06-13,8416,VALÈNCIA,VALENCIA,11,24.3,0.0,19.0,29.6,11.4,es1970a
2017-06-14,8416,VALÈNCIA,VALENCIA,11,25.4,0.0,20.1,30.7,11.5,es1970a
2017-06-15,8416,VALÈNCIA,VALENCIA,11,25.2,0.0,20.6,29.8,8.4,es1970a
2017-06-16,8416,VALÈNCIA,VALENCIA,11,26.3,0.0,22.4,30.2,6.4,es1970a
2017-06-17,8416,VALÈNCIA,VALENCIA,11,26.5,0.0,21.6,31.4,9.4,es1970a
2017-06-18,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.6,29.4,11.3,es1970a
2017-06-19,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,22.0,30.4,10.7,es1970a
2017-06-20,8416,VALÈNCIA,VALENCIA,11,25.8,0.0,22.0,29.5,10.9,es1970a
2017-06-21,8416,VALÈNCIA,VALENCIA,11,27.0,0.0,22.5,31.5,10.0,es1970a
2017-06-22,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,20.8,31.7,8.8,es1970a
2017-06-23,8416,VALÈNCIA,VALENCIA,11,27.0,0.0,22.4,31.5,11.4,es1970a
2017-06-24,8416,VALÈNCIA,VALENCIA,11,25.9,0.0,21.7,30.1,10.8,es1970a
2017-06-25,8416,VALÈNCIA,VALENCIA,11,26.8,5.0,23.3,30.4,6.8,es1970a
2017-06-26,8416,VALÈNCIA,VALENCIA,11,25.6,0.0,21.2,30.1,10.9,es1970a
2017-06-27,8416,VALÈNCIA,VALENCIA,11,28.0,0.0,21.6,34.5,10.5,es1970a
2017-06-28,8416,VALÈNCIA,VALENCIA,11,28.4,0.0,24.0,32.8,11.6,es1970a
2017-06-29,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,22.0,31.6,11.3,es1970a
2017-06-30,8416,VALÈNCIA,VALENCIA,11,23.0,0.0,19.4,26.5,8.6,es1970a
2017-07-01,8416,VALÈNCIA,VALENCIA,11,22.2,0.1,19.5,24.9,7.7,es1970a
2017-07-02,8416,VALÈNCIA,VALENCIA,11,21.1,0.0,17.4,24.8,11.5,es1970a
2017-07-03,8416,VALÈNCIA,VALENCIA,11,23.2,0.0,18.7,27.7,11.5,es1970a
2017-07-04,8416,VALÈNCIA,VALENCIA,11,23.3,0.0,18.4,28.2,11.4,es1970a
2017-07-05,8416,VALÈNCIA,VALENCIA,11,23.6,0.0,19.7,27.6,11.1,es1970a
2017-07-06,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.7,29.2,2.7,es1970a
2017-07-07,8416,VALÈNCIA,VALENCIA,11,25.0,0.5,22.5,27.6,1.2,es1970a
2017-07-08,8416,VALÈNCIA,VALENCIA,11,28.8,0.0,22.5,35.0,10.9,es1970a
2017-07-09,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,22.3,30.5,11.4,es1970a
2017-07-10,8416,VALÈNCIA,VALENCIA,11,25.6,0.0,21.5,29.8,11.4,es1970a
2017-07-11,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.6,29.5,11.1,es1970a
2017-07-12,8416,VALÈNCIA,VALENCIA,11,26.3,0.0,22.1,30.5,11.4,es1970a
2017-07-13,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,23.0,30.6,11.4,es1970a
2017-07-14,8416,VALÈNCIA,VALENCIA,11,27.2,0.0,24.2,30.2,8.8,es1970a
2017-07-15,8416,VALÈNCIA,VALENCIA,11,26.9,0.0,23.5,30.3,11.2,es1970a
2017-07-16,8416,VALÈNCIA,VALENCIA,11,27.0,0.0,22.5,31.5,11.6,es1970a
2017-07-17,8416,VALÈNCIA,VALENCIA,11,26.0,0.0,22.5,29.5,9.6,es1970a
2017-07-18,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,23.0,29.7,9.4,es1970a
2017-07-19,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,23.6,28.8,10.8,es1970a
2017-07-20,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,22.6,30.6,9.0,es1970a
2017-07-21,8416,VALÈNCIA,VALENCIA,11,27.2,0.6,24.8,29.5,6.1,es1970a
2017-07-22,8416,VALÈNCIA,VALENCIA,11,26.7,0.7,23.0,30.4,10.0,es1970a
2017-07-23,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,23.4,29.9,8.2,es1970a
2017-07-24,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,23.2,30.1,10.2,es1970a
2017-07-25,8416,VALÈNCIA,VALENCIA,11,25.6,0.0,22.8,28.5,11.0,es1970a
2017-07-26,8416,VALÈNCIA,VALENCIA,11,24.6,0.0,20.9,28.4,11.5,es1970a
2017-07-27,8416,VALÈNCIA,VALENCIA,11,26.8,0.0,21.5,32.0,11.7,es1970a
2017-07-28,8416,VALÈNCIA,VALENCIA,11,27.0,0.0,23.3,30.7,11.4,es1970a
2017-07-29,8416,VALÈNCIA,VALENCIA,11,26.7,0.0,23.1,30.3,10.2,es1970a
2017-07-30,8416,VALÈNCIA,VALENCIA,11,26.6,0.0,22.7,30.4,11.1,es1970a
2017-07-31,8416,VALÈNCIA,VALENCIA,11,27.1,0.0,23.6,30.6,9.5,es1970a
2017-08-01,8416,VALÈNCIA,VALENCIA,11,27.2,0.5,24.0,30.4,3.3,es1970a
2017-08-02,8416,VALÈNCIA,VALENCIA,11,27.9,0.5,24.8,31.0,3.8,es1970a
2017-08-03,8416,VALÈNCIA,VALENCIA,11,29.1,0.0,22.5,35.7,11.5,es1970a
2017-08-04,8416,VALÈNCIA,VALENCIA,11,28.0,0.0,23.5,32.4,11.6,es1970a
2017-08-05,8416,VALÈNCIA,VALENCIA,11,27.5,1.1,23.5,31.5,10.2,es1970a
2017-08-06,8416,VALÈNCIA,VALENCIA,11,28.1,0.0,24.8,31.4,8.5,es1970a
2017-08-07,8416,VALÈNCIA,VALENCIA,11,27.4,0.0,24.2,30.5,8.2,es1970a
2017-08-08,8416,VALÈNCIA,VALENCIA,11,27.8,0.0,24.4,31.1,11.1,es1970a
2017-08-09,8416,VALÈNCIA,VALENCIA,11,26.4,1.5,23.2,29.5,7.5,es1970a
2017-08-10,8416,VALÈNCIA,VALENCIA,11,21.6,0.0,16.3,26.9,9.6,es1970a
2017-08-11,8416,VALÈNCIA,VALENCIA,11,22.2,0.0,18.3,26.1,11.0,es1970a
2017-08-12,8416,VALÈNCIA,VALENCIA,11,23.6,0.0,19.0,28.2,11.5,es1970a
2017-08-13,8416,VALÈNCIA,VALENCIA,11,23.0,0.0,18.3,27.8,11.4,es1970a
2017-08-14,8416,VALÈNCIA,VALENCIA,11,25.2,0.0,21.2,29.3,11.2,es1970a
2017-08-15,8416,VALÈNCIA,VALENCIA,11,25.6,0.0,22.1,29.0,8.5,es1970a
2017-08-16,8416,VALÈNCIA,VALENCIA,11,26.9,0.0,23.2,30.6,8.9,es1970a
2017-08-17,8416,VALÈNCIA,VALENCIA,11,27.5,0.0,25.3,29.7,11.1,es1970a
2017-08-18,8416,VALÈNCIA,VALENCIA,11,26.9,0.0,23.2,30.6,10.8,es1970a
2017-08-19,8416,VALÈNCIA,VALENCIA,11,27.2,0.0,24.8,29.6,9.0,es1970a
2017-08-20,8416,VALÈNCIA,VALENCIA,11,26.4,0.2,23.8,29.1,6.6,es1970a
2017-08-21,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,23.0,29.7,10.9,es1970a
2017-08-22,8416,VALÈNCIA,VALENCIA,11,25.8,0.0,21.7,29.8,11.5,es1970a
2017-08-23,8416,VALÈNCIA,VALENCIA,11,25.1,0.0,21.2,29.0,10.1,es1970a
2017-08-24,8416,VALÈNCIA,VALENCIA,11,26.4,0.0,22.7,30.1,10.6,es1970a
2017-08-25,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,22.4,29.9,8.4,es1970a
2017-08-26,8416,VALÈNCIA,VALENCIA,11,26.2,0.0,23.6,28.9,8.1,es1970a
2017-08-27,8416,VALÈNCIA,VALENCIA,11,26.3,0.0,24.1,28.5,2.0,es1970a
2017-08-28,8416,VALÈNCIA,VALENCIA,11,27.1,5.3,23.6,30.6,4.3,es1970a
2017-08-29,8416,VALÈNCIA,VALENCIA,11,22.0,16.5,21.7,22.3,0.4,es1970a
2017-08-30,8416,VALÈNCIA,VALENCIA,11,24.0,0.1,20.0,28.0,2.9,es1970a
2017-08-31,8416,VALÈNCIA,VALENCIA,11,24.6,0.7,22.0,27.2,6.7,es1970a
2017-09-01,8416,VALÈNCIA,VALENCIA,11,24.0,4.2,20.6,27.4,3.3,es1970a
2017-09-02,8416,VALÈNCIA,VALENCIA,11,23.8,0.0,19.7,27.8,10.1,es1970a
2017-09-03,8416,VALÈNCIA,VALENCIA,11,23.3,0.0,18.2,28.4,9.4,es1970a
2017-09-04,8416,VALÈNCIA,VALENCIA,11,25.1,0.0,20.3,29.9,9.7,es1970a
2017-09-05,8416,VALÈNCIA,VALENCIA,11,25.5,0.0,22.6,28.4,9.8,es1970a
2017-09-06,8416,VALÈNCIA,VALENCIA,11,25.2,0.0,22.2,28.1,6.2,es1970a
2017-09-07,8416,VALÈNCIA,VALENCIA,11,25.3,0.0,21.8,28.8,4.6,es1970a
2017-09-08,8416,VALÈNCIA,VALENCIA,11,24.4,0.0,20.9,28.0,8.9,es1970a
2017-09-09,8416,VALÈNCIA,VALENCIA,11,24.4,0.3,21.5,27.2,0.6,es1970a
2017-09-10,8416,VALÈNCIA,VALENCIA,11,23.3,0.0,17.4,29.2,11.0,es1970a
2017-09-11,8416,VALÈNCIA,VALENCIA,11,27.6,0.0,19.0,36.1,11.0,es1970a
2017-09-12,8416,VALÈNCIA,VALENCIA,11,24.4,0.0,21.2,27.5,8.2,es1970a
2017-09-13,8416,VALÈNCIA,VALENCIA,11,23.2,0.0,18.5,27.9,10.9,es1970a
2017-09-14,8416,VALÈNCIA,VALENCIA,11,28.1,0.0,19.2,37.0,10.4,es1970a
2017-09-15,8416,VALÈNCIA,VALENCIA,11,20.5,1.5,16.0,25.0,0.6,es1970a
2017-09-16,8416,VALÈNCIA,VALENCIA,11,18.6,0.0,15.3,22.0,7.5,es1970a
2017-09-17,8416,VALÈNCIA,VALENCIA,11,22.4,0.0,15.9,28.8,8.8,es1970a
2017-09-18,8416,VALÈNCIA,VALENCIA,11,22.9,0.0,16.4,29.4,10.6,es1970a
