fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin,sol,siteAQ
2017-01-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.0,0.1,7.6,23:16,18.5,10:38,31.0,3.6,9.7,18:07,1011.8,0.0,1005.8,16.0,,es1849a
2017-01-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,11.2,0.0,6.4,01:18,16.1,14:43,30.0,8.6,19.7,11:45,1022.1,-2.0,1009.8,1.0,,es1849a
2017-01-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.4,0.0,8.8,23:59,18.0,15:27,99.0,4.7,9.7,-2,1023.6,-2.0,1020.8,16.0,,es1849a
2017-01-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.0,0.2,8.2,00:24,21.7,12:47,30.0,3.1,10.3,10:02,1021.6,0.0,1016.0,24.0,,es1849a
2017-01-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.9,0.0,6.6,04:46,21.2,13:23,36.0,1.4,4.7,14:33,1016.0,0.0,1013.1,14.0,,es1849a
2017-02-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.9,0.0,6.9,-2,20.9,14:25,99.0,3.1,5.0,-2,1015.9,-2.0,1013.6,14.0,,es1849a
2017-02-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,12.4,0.0,7.7,03:36,17.2,11:51,21.0,1.7,5.8,12:11,1016.2,-2.0,1012.0,14.0,,es1849a
2017-02-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,,0.0,,,,,,,,,,,,,,es1849a
2017-02-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.4,0.0,10.2,01:03,22.7,13:33,99.0,3.9,8.9,-2,1016.5,-2.0,1012.5,24.0,,es1849a
2017-02-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.8,0.0,10.0,02:22,21.7,10:02,31.0,9.7,25.3,11:02,1020.6,-2.0,1009.0,6.0,,es1849a
2017-02-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.8,0.0,10.1,07:33,21.6,14:00,31.0,6.1,17.5,14:38,1022.1,-2.0,1017.4,14.0,,es1849a
2017-02-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.0,0.0,14.6,04:31,23.5,15:29,30.0,10.0,20.6,06:08,1018.9,-2.0,1012.9,2.0,,es1849a
2017-02-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.8,0.0,8.8,23:34,18.7,14:15,29.0,6.7,18.1,08:33,1020.1,-2.0,1016.7,1.0,,es1849a
2017-02-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.0,0.0,6.6,07:01,19.4,14:46,99.0,2.2,9.7,-2,1019.9,0.0,1012.9,24.0,,es1849a
2017-02-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,11.2,0.0,6.1,02:42,16.2,14:25,99.0,4.2,10.8,-2,1013.2,0.0,1009.7,16.0,,es1849a
2017-02-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.2,0.0,11.3,04:10,17.2,12:21,7.0,7.2,15.3,06:29,1010.1,0.0,1002.4,24.0,,es1849a
2017-02-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.8,0.7,14.1,07:23,19.5,12:10,7.0,5.0,10.8,10:10,1003.8,-2.0,1000.0,24.0,,es1849a
2017-02-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.8,0.5,10.7,23:48,23.0,13:56,26.0,3.3,15.0,15:00,1014.4,-2.0,999.0,4.0,,es1849a
2017-02-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.0,0.0,8.6,06:49,23.4,13:43,4.0,3.6,7.2,16:52,1024.9,-2.0,1014.4,0.0,,es1849a
2017-02-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.7,0.0,7.8,04:38,19.6,09:55,8.0,5.0,11.4,19:34,1028.8,-2.0,1024.8,2.0,,es1849a
2017-02-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.4,0.0,8.7,-2,20.0,11:08,99.0,3.6,8.9,13:14,1028.9,-2.0,1026.4,16.0,,es1849a
2017-02-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.2,0.0,9.2,01:28,19.2,10:34,11.0,3.1,7.2,13:43,1026.9,0.0,1021.6,24.0,,es1849a
2017-02-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,12.9,0.0,6.3,06:53,19.5,12:58,99.0,2.5,7.2,-2,1021.6,0.0,1016.0,16.0,,es1849a
2017-02-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.2,0.0,8.7,23:05,17.7,14:07,99.0,6.4,12.8,-2,1021.8,-2.0,1017.3,0.0,,es1849a
2017-02-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,12.7,0.0,8.3,01:39,17.1,11:39,99.0,6.4,14.4,-2,1022.4,-2.0,1019.9,16.0,,es1849a
2017-02-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.8,0.0,8.8,05:28,18.7,12:44,7.0,5.6,12.8,11:26,1022.2,0.0,1018.5,17.0,,es1849a
2017-02-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.5,3.4,9.5,06:45,19.5,12:29,7.0,4.7,11.7,15:40,1019.6,0.0,1015.0,21.0,,es1849a
2017-02-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.4,0.1,13.1,03:21,21.7,13:32,7.0,4.7,11.7,12:19,1015.4,-2.0,1006.9,17.0,,es1849a
2017-02-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.8,1.2,12.9,06:30,20.7,13:02,5.0,2.2,7.2,00:33,1013.9,-2.0,1007.4,4.0,,es1849a
2017-02-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.6,0.1,11.0,23:35,18.2,15:22,11.0,2.2,6.7,13:55,1018.8,-2.0,1013.7,3.0,,es1849a
2017-02-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.2,0.1,7.7,06:41,20.7,12:36,17.0,1.4,6.7,15:24,1019.6,-2.0,1015.8,24.0,,es1849a
2017-02-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.2,0.1,8.8,05:16,23.5,14:38,30.0,4.4,12.8,22:00,1015.9,0.0,1010.2,16.0,,es1849a
2017-02-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.0,0.0,12.0,06:33,24.1,14:45,99.0,3.9,15.3,-2,1015.2,-2.0,1008.8,15.0,,es1849a
2017-03-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.8,0.0,10.8,23:10,20.7,13:52,33.0,3.3,12.5,01:54,1018.3,-2.0,1014.8,1.0,,es1849a
2017-03-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.7,0.0,8.5,06:09,24.9,12:22,20.0,2.8,6.1,-2,1017.2,0.0,1013.7,16.0,,es1849a
2017-03-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.6,1.3,9.0,22:40,18.2,12:51,26.0,2.2,25.3,19:15,1014.0,0.0,998.6,17.0,,es1849a
2017-03-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,10.8,0.6,7.0,05:26,14.7,10:40,24.0,2.5,12.5,03:14,1011.4,-2.0,1004.3,0.0,,es1849a
2017-03-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.5,0.0,9.3,00:31,23.7,15:57,99.0,4.7,13.3,-2,1018.8,-2.0,1011.0,0.0,,es1849a
2017-03-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.2,0.0,13.0,01:37,25.4,13:40,99.0,6.4,19.7,-2,1019.8,-2.0,1015.4,16.0,,es1849a
2017-03-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,22.4,0.0,17.4,01:45,27.4,14:13,31.0,7.5,17.5,05:01,1020.7,9.0,1016.3,17.0,,es1849a
2017-03-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.4,0.0,11.3,23:58,23.5,11:07,30.0,3.6,9.2,-2,1024.2,-2.0,1018.8,3.0,,es1849a
2017-03-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.4,0.0,10.2,06:23,28.7,13:28,99.0,2.5,6.7,-2,1023.9,0.0,1018.6,24.0,,es1849a
2017-03-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,23.3,0.0,11.8,04:36,34.8,12:44,7.0,4.4,10.3,12:43,1018.6,0.0,1014.6,17.0,,es1849a
2017-03-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.1,0.0,9.3,05:30,24.9,10:16,8.0,2.8,6.1,11:57,1015.7,0.0,1011.3,24.0,,es1849a
2017-03-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.8,25.4,12.5,03:06,23.0,12:35,99.0,2.8,11.7,-2,1013.2,-2.0,1009.2,20.0,,es1849a
2017-03-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,11.8,58.4,9.3,-2,14.3,23:23,6.0,5.0,21.7,15:55,1019.6,-2.0,1008.7,3.0,,es1849a
2017-03-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.7,0.2,13.7,-2,19.7,14:09,8.0,9.7,19.7,04:53,1022.5,-2.0,1017.4,3.0,,es1849a
2017-03-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.4,0.1,7.7,05:27,19.0,13:27,7.0,6.4,14.4,13:02,1022.1,1.0,1019.6,17.0,,es1849a
2017-03-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.8,0.0,9.0,06:39,18.6,13:26,7.0,3.9,9.7,15:43,1021.0,-2.0,1018.4,17.0,,es1849a
2017-03-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.4,0.0,10.3,23:41,18.5,13:23,99.0,5.3,10.8,-2,1020.0,-2.0,1018.1,3.0,,es1849a
2017-03-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.0,0.0,8.2,05:39,23.7,11:37,99.0,2.2,5.8,-2,1019.6,-2.0,1016.6,-2.0,,es1849a
2017-03-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.6,0.0,7.9,05:12,23.4,13:57,99.0,2.5,6.1,-2,1016.6,0.0,1011.5,24.0,,es1849a
2017-03-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.4,0.0,11.3,04:13,23.4,12:34,20.0,1.7,6.1,16:10,1012.0,-2.0,1009.8,16.0,,es1849a
2017-03-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.4,0.0,11.7,01:00,21.2,12:43,31.0,2.8,15.3,20:48,1012.9,23.0,1008.7,3.0,,es1849a
2017-03-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.7,0.0,11.7,21:40,23.7,11:47,30.0,4.4,12.5,-2,1012.9,3.0,1006.3,23.0,,es1849a
2017-03-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.7,0.0,8.5,04:52,18.9,13:20,99.0,3.6,14.4,20:21,1009.8,-2.0,1006.4,0.0,,es1849a
2017-03-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,12.2,0.0,6.6,23:33,17.9,12:22,31.0,3.6,8.3,00:22,1011.6,-2.0,1009.0,4.0,,es1849a
2017-03-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,12.5,0.0,5.1,03:59,19.9,13:55,99.0,4.4,10.8,-2,1014.9,-2.0,1011.3,2.0,,es1849a
2017-03-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.6,0.0,8.0,00:50,21.2,10:09,99.0,5.0,11.7,-2,1015.0,0.0,1010.6,18.0,,es1849a
2017-03-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.6,0.0,10.1,05:39,25.1,12:51,27.0,2.8,11.7,10:36,1020.7,-2.0,1011.8,3.0,,es1849a
2017-03-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.1,0.0,11.5,00:02,22.7,11:50,11.0,3.3,8.3,-2,1025.1,-2.0,1020.1,2.0,,es1849a
2017-03-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.0,0.0,9.2,05:41,22.9,10:03,99.0,2.8,7.2,-2,1024.8,0.0,1022.2,16.0,,es1849a
2017-03-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.2,0.0,9.6,04:29,22.7,10:58,7.0,2.2,6.7,15:19,1023.1,0.0,1020.4,-2.0,,es1849a
2017-03-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.8,0.0,10.1,03:00,25.5,12:14,16.0,2.2,8.3,13:25,1020.4,0.0,1013.1,24.0,,es1849a
2017-04-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.6,0.0,12.2,22:48,25.1,14:24,32.0,5.8,16.4,02:52,1016.8,-2.0,1012.9,3.0,,es1849a
2017-04-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.8,0.0,10.8,23:35,24.7,12:14,28.0,3.9,13.9,09:49,1017.8,-2.0,1013.7,13.0,,es1849a
2017-04-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.3,0.0,9.2,05:44,21.4,09:35,99.0,2.8,8.3,-2,1020.6,-2.0,1016.6,2.0,,es1849a
2017-04-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.8,0.0,9.6,04:21,24.0,11:53,99.0,2.2,5.8,-2,1019.7,0.0,1017.2,24.0,,es1849a
2017-04-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.8,0.3,9.3,05:01,22.4,11:42,99.0,4.7,13.3,-2,1017.2,0.0,1014.1,16.0,,es1849a
2017-04-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.4,0.0,10.1,03:50,22.8,13:14,11.0,2.2,7.8,11:46,1017.0,-2.0,1014.4,16.0,,es1849a
2017-04-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.2,0.0,8.5,04:33,21.9,13:19,8.0,3.9,11.4,12:37,1018.1,-2.0,1015.0,3.0,,es1849a
2017-04-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.6,0.0,9.6,05:06,21.7,11:01,99.0,3.1,7.2,-2,1020.0,-2.0,1017.2,3.0,,es1849a
2017-04-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.8,0.0,9.8,03:02,21.7,10:46,99.0,3.6,8.3,-2,1022.5,-2.0,1019.1,3.0,,es1849a
2017-04-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.6,0.0,9.8,04:37,21.5,-2,99.0,3.3,7.2,-2,1022.7,-2.0,1019.3,17.0,,es1849a
2017-04-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.8,0.0,9.3,02:16,26.2,12:34,99.0,2.8,7.8,-2,1020.1,0.0,1016.5,17.0,,es1849a
2017-04-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.4,0.0,9.8,04:26,25.1,15:02,13.0,1.7,6.7,10:26,1017.8,0.0,1014.9,18.0,,es1849a
2017-04-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.9,0.0,11.1,05:39,24.7,12:54,6.0,2.2,11.4,15:57,1015.3,0.0,1011.5,18.0,,es1849a
2017-04-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,21.4,0.0,15.1,23:35,27.6,13:43,99.0,2.8,7.2,-2,1014.3,-2.0,1011.3,4.0,,es1849a
2017-04-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.2,0.0,12.8,03:40,23.7,11:38,99.0,2.8,6.7,-2,1017.2,-2.0,1012.2,2.0,,es1849a
2017-04-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.2,0.0,14.6,02:14,23.9,13:43,99.0,3.1,7.2,-2,1020.1,-2.0,1016.6,24.0,,es1849a
2017-04-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.8,0.0,13.0,05:11,24.6,10:25,99.0,2.2,7.2,-2,1016.6,0.0,1012.6,17.0,,es1849a
2017-04-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.9,0.0,12.2,04:19,23.6,11:01,8.0,3.3,9.2,12:01,1013.7,0.0,1010.3,16.0,,es1849a
2017-04-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.0,0.0,15.2,23:55,20.7,10:30,7.0,8.6,13.9,-2,1018.6,-2.0,1012.6,0.0,,es1849a
2017-04-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,16.2,0.0,12.8,22:38,19.7,11:12,8.0,8.9,16.1,11:46,1023.0,-2.0,1017.6,3.0,,es1849a
2017-04-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.6,0.0,11.8,04:41,19.5,11:34,8.0,7.8,16.4,14:28,1024.6,-2.0,1020.7,4.0,,es1849a
2017-04-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.8,0.0,11.3,23:47,20.2,12:36,99.0,5.3,10.8,-2,1024.0,0.0,1017.3,-2.0,,es1849a
2017-04-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.4,0.0,9.3,03:30,21.6,14:16,8.0,2.8,8.9,14:39,1017.3,0.0,1013.8,17.0,,es1849a
2017-04-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.2,0.0,11.8,03:34,22.6,09:21,9.0,2.2,7.8,12:47,1014.5,0.0,1011.1,18.0,,es1849a
2017-04-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.3,0.0,13.7,00:00,24.9,14:21,17.0,2.8,8.3,15:14,1011.7,0.0,1003.6,-2.0,,es1849a
2017-04-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,20.8,0.0,13.1,05:32,28.6,10:47,99.0,3.6,9.2,-2,1006.1,-2.0,1002.1,2.0,,es1849a
2017-04-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,14.8,2.4,12.0,22:31,17.5,06:21,7.0,5.3,12.8,15:35,1013.5,-2.0,1004.0,5.0,,es1849a
2017-04-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,13.1,0.3,11.3,04:46,14.9,11:05,99.0,5.0,11.4,-2,1014.6,-2.0,1011.1,2.0,,es1849a
2017-04-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,15.9,0.0,12.6,00:30,19.2,11:51,12.0,2.8,8.3,11:56,1013.3,0.0,1010.9,18.0,,es1849a
2017-04-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.9,0.0,13.1,04:53,24.7,15:31,18.0,4.4,11.7,13:36,1011.9,0.0,1005.8,17.0,,es1849a
2017-05-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.4,0.0,12.3,23:44,24.4,10:56,32.0,4.2,12.8,03:20,1018.5,-2.0,1011.2,0.0,,es1849a
2017-05-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,18.0,0.0,11.1,04:30,24.9,13:57,13.0,2.8,9.2,13:59,1018.2,0.0,1014.7,17.0,,es1849a
2017-05-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,17.4,0.0,12.0,04:36,22.7,12:57,99.0,3.6,7.8,-2,1015.5,0.0,1011.3,17.0,,es1849a
2017-05-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,,0.0,,,,,8.0,4.2,8.3,09:24,,,,,,es1849a
2017-05-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,21.0,0.0,15.0,03:39,27.0,10:05,99.0,3.1,8.9,-2,1009.4,-2.0,1004.5,5.0,,es1849a
2017-05-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,22.1,0.0,15.3,23:51,28.9,12:33,20.0,4.4,12.5,-2,1016.2,-2.0,1008.8,2.0,,es1849a
2017-05-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.7,0.0,12.5,04:32,26.9,13:24,12.0,2.8,8.9,13:47,1017.3,-2.0,1014.3,4.0,,es1849a
2017-05-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,21.1,0.0,12.6,04:19,29.6,11:26,99.0,2.8,9.2,12:11,1015.8,0.0,1010.6,24.0,,es1849a
2017-05-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,19.8,0.0,13.5,04:30,26.2,13:58,7.0,3.3,8.3,13:15,1010.6,0.0,1002.5,18.0,,es1849a
2017-05-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,21.6,0.0,15.2,04:45,27.9,12:10,11.0,3.3,9.2,12:08,1003.3,0.0,997.5,24.0,,es1849a
2017-05-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,21.8,0.0,14.9,04:29,28.7,12:09,99.0,3.6,9.7,-2,1002.0,-2.0,997.1,2.0,,es1849a
2017-05-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,23.0,0.0,16.7,05:07,29.4,15:31,17.0,5.8,12.8,13:34,1010.4,-2.0,1001.7,0.0,,es1849a
