fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2020-12-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.6,0.9,11.2,18:10,20.1,10:15,20,1.7,12.8,01:30,2.6,1009.7,22,1003.9,14
2020-12-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.0,0.1,8.7,07:40,17.4,13:15,21,3.6,19.2,21:20,5.9,1014.0,-2,1008.1,-2
2020-12-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.8,2.3,10.2,19:45,17.4,12:50,22,8.1,25.8,03:40,1.8,1019.9,24,1005.3,5
2020-12-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.7,0.0,6.0,09:00,15.4,13:45,23,1.1,5.6,01:40,6.4,1023.9,10,1019.9,0
2020-12-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.7,2.4,6.1,01:30,15.3,-2,21,7.2,22.8,23:20,4.4,1021.6,0,1012.0,20
2020-12-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.4,0.3,9.2,23:59,15.7,-2,20,1.1,18.1,03:49,2.4,1019.8,-2,1010.4,2
2020-12-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.0,1.6,7.9,01:30,16.1,23:59,20,3.3,13.3,18:40,3.1,1023.4,-2,1019.6,-2
2020-12-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.6,0.0,12.0,23:59,21.1,13:50,22,3.3,11.9,02:49,6.4,1023.8,-2,1019.6,4
2020-12-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.8,0.0,9.9,04:00,21.6,13:10,20,5.0,15.6,23:49,2.7,1023.3,0,1017.5,24
2020-12-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.4,6.1,10.5,16:50,20.4,00:00,19,4.2,16.9,04:19,0.0,1026.0,24,1015.5,4
2020-12-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.2,16.1,8.2,05:00,12.1,11:20,27,6.1,14.4,14:20,1.6,1029.7,24,1025.8,2
2020-12-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.5,2.5,6.1,23:59,10.9,14:00,4,2.5,12.2,05:40,5.0,1034.6,-2,1029.2,-2
2020-12-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,7.5,2.2,5.6,23:59,9.4,14:15,23,3.9,7.2,07:20,0.6,1034.1,0,1022.5,24
2020-12-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.6,44.3,4.5,01:00,12.8,17:30,29,5.0,25.3,-2,0.1,1022.5,0,991.6,19
2020-12-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.6,13.0,5.7,04:45,11.6,12:30,29,11.4,25.8,00:10,1.0,1000.9,23,993.1,1
2020-12-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,7.2,58.9,3.8,20:30,10.5,13:30,28,6.9,21.7,13:20,0.0,1012.3,23,999.8,4
2020-12-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,7.5,6.9,4.6,03:30,10.4,23:00,26,,13.3,07:20,0.6,1017.0,-2,1011.4,-2
2020-12-31,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.7,46.1,6.0,23:59,11.4,11:40,29,6.1,15.0,13:00,0.0,1013.2,0,1008.2,-2
