fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2017-03-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.5,3.1,8.5,02:00,12.5,12:00,34.0,5.0,15.0,01:49,0.0,1034.7,-2.0,1026.8,0.0
2017-03-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.8,0.0,8.8,23:59,14.7,-2,6.0,1.4,9.2,15:20,2.9,1035.6,-2.0,1032.8,17.0
2017-03-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.1,0.0,7.2,04:45,15.0,14:35,7.0,3.1,10.8,14:49,7.9,1033.1,0.0,1023.2,24.0
2017-03-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.0,0.0,5.0,09:15,21.0,11:45,20.0,2.2,10.3,09:49,9.5,1023.2,0.0,1018.1,16.0
2017-03-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.4,0.0,10.6,00:00,14.3,-2,25.0,2.2,8.6,01:49,0.0,1027.2,-2.0,1021.9,0.0
2017-03-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.5,0.0,8.8,23:59,14.2,17:00,3.0,2.8,8.3,12:49,1.3,1026.7,11.0,1024.0,24.0
2017-03-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.6,0.0,7.0,03:00,14.1,13:20,99.0,0.8,5.3,-2,0.5,1024.0,0.0,1019.0,24.0
2017-03-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.2,1.2,11.0,07:00,13.4,12:15,24.0,2.5,9.2,12:10,0.0,1019.9,0.0,1017.5,7.0
2017-03-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.8,7.1,9.7,07:30,11.8,00:00,33.0,3.6,11.9,-2,0.0,1020.8,-2.0,1015.0,24.0
2017-03-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,7.6,12.7,5.2,23:59,10.1,14:40,29.0,2.8,11.9,18:40,0.0,1015.0,0.0,1008.1,15.0
2017-03-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.6,0.0,4.2,02:30,14.9,14:35,19.0,3.9,11.4,15:20,8.3,1012.7,-2.0,1006.6,16.0
2017-03-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.0,4.7,3.5,02:10,14.6,15:50,6.0,4.7,11.1,14:49,9.3,1018.3,-2.0,1012.6,1.0
2017-03-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.4,12.3,7.2,13:00,9.6,01:30,24.0,3.9,10.3,08:49,0.0,1017.3,0.0,1010.4,18.0
2017-03-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.4,0.0,7.3,02:00,17.5,22:40,19.0,5.8,14.4,04:30,4.3,1013.2,11.0,1010.1,24.0
2017-03-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.5,0.0,10.0,23:59,21.0,12:30,20.0,3.1,16.4,08:20,7.7,1021.4,-2.0,1010.0,0.0
2017-03-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,0.0,7.5,02:40,18.0,16:00,6.0,2.8,8.6,13:40,9.4,1026.0,-2.0,1021.4,0.0
2017-03-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.8,0.0,7.5,-2,20.0,-2,4.0,1.1,8.3,13:30,8.7,1025.5,0.0,1021.5,24.0
2017-03-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,17.4,0.0,10.4,03:00,24.4,14:00,28.0,4.7,17.5,21:49,0.6,1021.5,0.0,1014.7,18.0
2017-03-31,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.4,0.8,11.4,23:59,17.3,11:45,6.0,3.1,10.8,11:49,6.6,1019.6,23.0,1016.5,15.0
2017-04-01,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.4,7.7,10.5,00:20,16.2,14:00,29.0,10.8,19.4,13:01,6.4,1024.9,-2.0,1018.4,4.0
2017-04-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,11.6,3.5,8.3,23:59,14.8,15:40,29.0,2.5,11.9,01:10,3.2,1027.0,22.0,1023.3,2.0
2017-04-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,10.4,0.0,4.4,06:10,16.5,12:30,6.0,3.3,9.4,-2,9.1,1027.9,24.0,1023.8,12.0
2017-04-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.8,0.8,10.6,00:00,16.9,14:30,28.0,3.1,7.8,19:49,6.9,1029.9,-2.0,1027.8,0.0
2017-04-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.4,0.0,11.0,07:00,15.8,16:00,30.0,2.8,7.2,04:40,6.5,1029.2,11.0,1027.2,-2.0
2017-04-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.8,0.0,10.6,23:59,17.1,13:15,3.0,3.1,7.8,14:49,8.5,1028.2,0.0,1024.5,24.0
2017-04-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.2,0.0,7.0,06:10,17.3,15:00,5.0,3.3,11.4,13:20,10.2,1024.5,0.0,1018.7,17.0
2017-04-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.9,0.0,7.4,06:10,22.4,13:10,7.0,0.6,5.3,15:20,10.1,1019.5,24.0,1016.8,4.0
2017-04-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.6,0.0,9.4,06:00,19.7,12:00,36.0,1.4,5.6,15:40,9.3,1025.0,24.0,1019.0,3.0
2017-04-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.8,0.0,12.1,-2,15.5,-2,29.0,1.9,6.1,13:10,0.7,1028.0,-2.0,1024.5,3.0
2017-04-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.2,0.0,11.4,23:59,17.0,12:30,6.0,3.1,8.1,-2,9.0,1027.8,-2.0,1024.3,24.0
2017-04-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,0.0,7.9,06:00,17.6,15:10,5.0,3.1,9.7,-2,9.6,1024.3,0.0,1020.0,16.0
2017-04-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.3,0.0,7.5,06:00,17.1,14:50,6.0,2.5,7.2,14:20,8.3,1021.2,0.0,1018.2,-2.0
2017-04-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.7,0.0,11.7,01:00,15.7,14:10,24.0,1.1,4.7,06:01,0.0,1023.1,-2.0,1019.3,3.0
2017-04-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.4,0.0,10.6,23:59,16.2,-2,29.0,1.7,7.2,08:49,0.7,1027.3,24.0,1022.2,4.0
2017-04-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.6,0.0,8.5,06:00,18.6,14:20,6.0,3.3,11.9,12:10,11.7,1027.4,0.0,1022.6,18.0
2017-04-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,0.0,8.0,06:00,17.5,-2,6.0,3.6,11.9,12:20,11.8,1022.9,-2.0,1020.4,16.0
2017-04-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,0.0,8.1,05:00,17.6,11:20,5.0,3.9,13.1,-2,10.6,1024.9,24.0,1021.5,2.0
2017-04-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.9,0.0,9.9,23:50,15.9,16:15,6.0,4.7,13.3,13:30,12.5,1026.0,-2.0,1024.5,2.0
2017-04-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,0.0,8.6,06:00,16.9,17:10,8.0,6.4,13.9,13:30,12.2,1027.0,-2.0,1024.7,16.0
2017-04-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.9,0.0,5.5,06:00,20.3,15:55,3.0,3.1,9.7,11:20,12.4,1025.1,0.0,1021.5,18.0
2017-04-22,1109,SANTANDER AEROPUERTO,CANTABRIA,3,13.7,0.0,7.2,06:10,20.2,15:55,5.0,2.2,8.6,15:40,12.5,1022.1,-2.0,1019.1,17.0
2017-04-23,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.3,0.0,8.5,06:15,20.1,14:40,6.0,2.8,11.1,12:50,12.8,1020.4,0.0,1016.4,18.0
2017-04-24,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.4,0.2,8.4,06:30,16.5,14:20,5.0,3.3,11.4,12:10,10.0,1017.1,0.0,1010.9,23.0
2017-04-25,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.8,15.2,9.4,23:59,16.2,12:30,4.0,2.8,13.3,23:20,0.5,1014.3,24.0,1009.1,6.0
2017-04-26,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.1,21.5,6.8,23:59,11.4,17:30,3.0,1.4,10.3,00:10,3.4,1019.5,-2.0,1014.1,4.0
2017-04-27,1109,SANTANDER AEROPUERTO,CANTABRIA,3,8.7,3.7,5.4,-2,12.0,17:30,6.0,1.9,14.2,11:30,7.9,1023.3,-2.0,1018.3,5.0
2017-04-28,1109,SANTANDER AEROPUERTO,CANTABRIA,3,9.5,0.0,4.0,05:00,15.0,16:15,99.0,4.2,11.9,-2,12.0,1023.0,0.0,1014.8,24.0
2017-04-29,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.3,0.0,5.0,05:49,23.6,14:40,20.0,1.7,11.9,11:30,8.4,1014.8,0.0,1002.7,18.0
2017-04-30,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.5,2.8,9.7,10:15,15.3,07:30,30.0,7.8,22.2,14:40,3.8,1016.7,24.0,999.9,6.0
2017-05-01,1109,SANTANDER AEROPUERTO,CANTABRIA,3,12.7,0.0,8.0,05:30,17.4,-2,30.0,4.4,10.8,09:20,6.3,1021.6,-2.0,1016.7,0.0
2017-05-02,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.3,0.0,12.1,23:59,18.5,14:00,29.0,2.2,8.6,08:40,2.5,1023.3,10.0,1019.6,24.0
2017-05-03,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.1,0.0,10.5,06:00,17.7,15:40,6.0,3.1,11.1,-2,11.1,1019.6,0.0,1014.5,24.0
2017-05-04,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.4,0.0,10.2,05:30,18.7,-2,5.0,2.8,10.3,11:10,2.9,1014.5,0.0,1005.3,24.0
2017-05-05,1109,SANTANDER AEROPUERTO,CANTABRIA,3,20.2,6.6,13.0,06:15,27.5,10:00,28.0,2.5,16.9,10:01,6.2,1010.8,21.0,1001.8,4.0
2017-05-06,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.0,0.0,10.0,04:30,20.0,09:45,2.0,3.3,7.8,12:49,11.9,1022.2,-2.0,1009.9,1.0
2017-05-07,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.0,0.0,12.6,04:00,19.3,17:30,4.0,2.8,10.3,12:10,13.1,1023.6,-2.0,1021.6,4.0
2017-05-08,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.3,0.0,10.4,03:50,18.2,09:00,7.0,3.3,10.0,15:30,5.9,1022.5,0.0,1016.8,24.0
2017-05-09,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.2,0.2,12.9,05:00,17.6,-2,8.0,5.0,10.3,09:20,1.9,1016.8,0.0,1003.2,20.0
2017-05-10,1109,SANTANDER AEROPUERTO,CANTABRIA,3,15.8,0.0,12.4,05:00,19.2,-2,21.0,1.9,9.4,00:10,9.1,1004.9,0.0,993.9,24.0
2017-05-11,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.3,0.0,15.6,21:45,23.0,11:30,99.0,3.9,15.0,-2,5.4,998.2,-2.0,992.0,2.0
2017-05-12,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.4,5.7,14.9,23:59,24.0,12:30,19.0,4.2,16.4,05:40,3.2,1011.0,-2.0,998.1,1.0
2017-05-13,1109,SANTANDER AEROPUERTO,CANTABRIA,3,18.0,0.0,13.0,06:00,22.9,16:20,6.0,3.6,8.6,12:20,10.3,1019.6,-2.0,1011.0,0.0
2017-05-14,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.5,0.0,11.5,05:00,21.5,16:50,5.0,3.1,10.3,12:30,13.3,1024.6,-2.0,1019.4,0.0
2017-05-15,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.8,0.0,13.1,05:15,26.5,11:30,2.0,1.4,5.6,12:20,11.3,1026.2,14.0,1024.1,2.0
2017-05-16,1109,SANTANDER AEROPUERTO,CANTABRIA,3,19.3,0.0,16.0,04:10,22.6,12:30,7.0,1.4,5.3,10:49,3.6,1025.8,0.0,1022.8,-2.0
2017-05-17,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.7,40.3,14.4,23:59,19.0,09:10,29.0,1.1,12.2,21:10,0.0,1022.8,0.0,1017.9,19.0
2017-05-18,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.4,3.1,11.4,-2,17.5,14:10,30.0,5.3,14.4,19:30,6.0,1022.1,-2.0,1017.7,3.0
2017-05-19,1109,SANTANDER AEROPUERTO,CANTABRIA,3,14.1,1.5,10.4,05:00,17.8,16:00,33.0,5.8,16.4,11:20,6.9,1024.2,-2.0,1020.6,3.0
2017-05-20,1109,SANTANDER AEROPUERTO,CANTABRIA,3,16.0,0.0,12.7,00:00,19.3,17:30,5.0,3.3,9.7,14:20,11.0,1025.8,11.0,1021.5,24.0
2017-05-21,1109,SANTANDER AEROPUERTO,CANTABRIA,3,21.0,0.0,11.1,05:30,31.0,17:30,28.0,1.7,18.1,23:20,6.6,1021.5,0.0,1008.9,18.0
